이름,속성,사용률,등급,버전,기간
백출,풀,65.5,5,4.5, 2024-03-16
백출,풀,53.1,5,4.4, 2024-02-16
백출,풀,63.0,5,4.4, 2024-02-01
백출,풀,66.0,5,4.3, 2024-01-16
백출,풀,66.7,5,4.3, 2024-01-01
백출,풀,71.5,5,4.2, 2023-12-01
백출,풀,73.3,5,4.2, 2023-11-16
백출,풀,56.0,5,4.1, 2023-10-16
백출,풀,57.0,5,4.1, 2023-10-01
백출,풀,33.8,5,4.0, 2023-09-16
백출,풀,38.4,5,4.0, 2023-09-01
백출,풀,50.5,5,3.8, 2023-08-01
백출,풀,59.4,5,3.8, 2023-07-16
백출,풀,53.2,5,3.7, 2023-07-01
백출,풀,50.6,5,3.7, 2023-06-16
백출,풀,53.5,5,3.7, 2023-06-01
백출,풀,67.5,5,3.6, 2023-05-16
벤티,바람,1.1,5,5.7, 2025-07-16
벤티,바람,0.9,5,5.6, 2025-06-16
벤티,바람,1.9,5,5.6, 2025-05-16
벤티,바람,1.2,5,5.5, 2025-04-16
벤티,바람,2.6,5,5.4, 2025-03-16
벤티,바람,7.9,5,5.4, 2025-02-16
벤티,바람,1.1,5,5.3, 2025-01-16
벤티,바람,2.0,5,5.2, 2024-12-16
벤티,바람,2.9,5,5.1, 2024-11-16
벤티,바람,2.0,5,5.1, 2024-10-16
벤티,바람,3.3,5,5.0, 2024-09-16
벤티,바람,4.0,5,4.8, 2024-08-16
벤티,바람,7.8,5,4.7, 2024-07-16
벤티,바람,7.0,5,4.7, 2024-06-16
벤티,바람,5.6,5,4.6, 2024-05-16
벤티,바람,6.2,5,4.6, 2024-05-01
벤티,바람,7.8,5,4.5, 2024-04-01
벤티,바람,7.5,5,4.5, 2024-03-16
벤티,바람,5.3,5,4.4, 2024-02-16
벤티,바람,6.4,5,4.4, 2024-02-01
벤티,바람,3.6,5,4.3, 2024-01-16
벤티,바람,3.4,5,4.3, 2024-01-01
벤티,바람,10.1,5,4.2, 2023-12-01
벤티,바람,8.5,5,4.2, 2023-11-16
벤티,바람,6.8,5,4.1, 2023-10-16
벤티,바람,6.2,5,4.1, 2023-10-01
벤티,바람,7.4,5,4.0, 2023-09-16
벤티,바람,5.3,5,4.0, 2023-09-01
벤티,바람,6.7,5,3.8, 2023-08-01
벤티,바람,7.0,5,3.8, 2023-07-16
벤티,바람,10.9,5,3.7, 2023-07-01
벤티,바람,13.7,5,3.7, 2023-06-16
벤티,바람,19.3,5,3.7, 2023-06-01
벤티,바람,6.2,5,3.6, 2023-05-16
벤티,바람,6.5,5,3.6, 2023-04-16
벤티,바람,6.8,5,3.5, 2023-04-01
벤티,바람,6.0,5,3.5, 2023-03-16
벤티,바람,8.1,5,3.4, 2023-02-16
벤티,바람,9.6,5,3.4, 2023-02-01
벤티,바람,9.7,5,3.4, 2023-01-16
벤티,바람,7.8,5,3.3, 2023-01-01
벤티,바람,8.0,5,3.3, 2022-12-16
벤티,바람,25.9,5,3.2, 2022-12-01
벤티,바람,28.9,5,3.2, 2022-11-16
벤티,바람,26.6,5,3.2, 2022-11-01
벤티,바람,27.7,5,3.1, 2022-10-16
벤티,바람,29.2,5,3.1, 2022-10-01
벤티,바람,32.7,5,3.0, 2022-09-16
벤티,바람,33.4,5,3.0, 2022-09-01
사이노,번개,1.6,5,5.7, 2025-07-16
사이노,번개,1.5,5,5.6, 2025-06-16
사이노,번개,2.1,5,5.6, 2025-05-16
사이노,번개,1.8,5,5.5, 2025-04-16
사이노,번개,3.8,5,5.4, 2025-03-16
사이노,번개,2.4,5,5.4, 2025-02-16
사이노,번개,2.2,5,5.3, 2025-01-16
사이노,번개,2.6,5,5.2, 2024-12-16
사이노,번개,5.5,5,5.1, 2024-11-16
사이노,번개,5.0,5,5.1, 2024-10-16
사이노,번개,5.4,5,5.0, 2024-09-16
사이노,번개,3.7,5,4.8, 2024-08-16
사이노,번개,4.8,5,4.7, 2024-07-16
사이노,번개,5.0,5,4.7, 2024-06-16
사이노,번개,5.4,5,4.6, 2024-05-16
사이노,번개,4.3,5,4.6, 2024-05-01
사이노,번개,5.7,5,4.5, 2024-04-01
사이노,번개,6.1,5,4.5, 2024-03-16
사이노,번개,5.4,5,4.4, 2024-02-16
사이노,번개,5.1,5,4.4, 2024-02-01
사이노,번개,7.2,5,4.3, 2024-01-16
사이노,번개,7.7,5,4.3, 2024-01-01
사이노,번개,17.0,5,4.2, 2023-12-01
사이노,번개,19.3,5,4.2, 2023-11-16
사이노,번개,5.5,5,4.1, 2023-10-16
사이노,번개,5.5,5,4.1, 2023-10-01
사이노,번개,10.0,5,4.0, 2023-09-16
사이노,번개,9.8,5,4.0, 2023-09-01
사이노,번개,8.5,5,3.8, 2023-08-01
사이노,번개,9.7,5,3.8, 2023-07-16
사이노,번개,6.3,5,3.7, 2023-07-01
사이노,번개,6.0,5,3.7, 2023-06-16
사이노,번개,8.1,5,3.7, 2023-06-01
사이노,번개,15.8,5,3.6, 2023-05-16
사이노,번개,15.9,5,3.6, 2023-04-16
사이노,번개,13.0,5,3.5, 2023-04-01
사이노,번개,14.4,5,3.5, 2023-03-16
사이노,번개,16.4,5,3.4, 2023-02-16
사이노,번개,24.1,5,3.4, 2023-02-01
사이노,번개,30.8,5,3.4, 2023-01-16
사이노,번개,35.0,5,3.3, 2023-01-01
사이노,번개,40.2,5,3.3, 2022-12-16
사이노,번개,18.5,5,3.2, 2022-12-01
사이노,번개,23.7,5,3.2, 2022-11-16
사이노,번개,40.3,5,3.2, 2022-11-01
사이노,번개,28.5,5,3.1, 2022-10-16
사이노,번개,25.5,5,3.1, 2022-10-01
산고노미야 코코미,물,8.1,5,5.7, 2025-07-16
산고노미야 코코미,물,6.2,5,5.6, 2025-06-16
산고노미야 코코미,물,5.1,5,5.6, 2025-05-16
산고노미야 코코미,물,6.0,5,5.5, 2025-04-16
산고노미야 코코미,물,13.8,5,5.4, 2025-03-16
산고노미야 코코미,물,16.7,5,5.4, 2025-02-16
산고노미야 코코미,물,4.5,5,5.3, 2025-01-16
산고노미야 코코미,물,11.0,5,5.2, 2024-12-16
산고노미야 코코미,물,10.7,5,5.1, 2024-11-16
산고노미야 코코미,물,13.1,5,5.1, 2024-10-16
산고노미야 코코미,물,13.7,5,5.0, 2024-09-16
산고노미야 코코미,물,18.7,5,4.8, 2024-08-16
산고노미야 코코미,물,32.8,5,4.7, 2024-07-16
산고노미야 코코미,물,33.9,5,4.7, 2024-06-16
산고노미야 코코미,물,17.2,5,4.6, 2024-05-16
산고노미야 코코미,물,17.8,5,4.6, 2024-05-01
산고노미야 코코미,물,29.8,5,4.5, 2024-04-01
산고노미야 코코미,물,30.5,5,4.5, 2024-03-16
산고노미야 코코미,물,31.1,5,4.4, 2024-02-16
산고노미야 코코미,물,37.0,5,4.4, 2024-02-01
산고노미야 코코미,물,26.9,5,4.3, 2024-01-16
산고노미야 코코미,물,28.5,5,4.3, 2024-01-01
산고노미야 코코미,물,49.6,5,4.2, 2023-12-01
산고노미야 코코미,물,48.6,5,4.2, 2023-11-16
산고노미야 코코미,물,51.6,5,4.1, 2023-10-16
산고노미야 코코미,물,59.7,5,4.1, 2023-10-01
산고노미야 코코미,물,58.8,5,4.0, 2023-09-16
산고노미야 코코미,물,65.5,5,4.0, 2023-09-01
산고노미야 코코미,물,73.7,5,3.8, 2023-08-01
산고노미야 코코미,물,77.9,5,3.8, 2023-07-16
산고노미야 코코미,물,50.3,5,3.7, 2023-07-01
산고노미야 코코미,물,53.2,5,3.7, 2023-06-16
산고노미야 코코미,물,56.1,5,3.7, 2023-06-01
산고노미야 코코미,물,64.9,5,3.6, 2023-05-16
산고노미야 코코미,물,69.3,5,3.6, 2023-04-16
산고노미야 코코미,물,65.6,5,3.5, 2023-04-01
산고노미야 코코미,물,59.6,5,3.5, 2023-03-16
산고노미야 코코미,물,56.5,5,3.4, 2023-02-16
산고노미야 코코미,물,63.0,5,3.4, 2023-02-01
산고노미야 코코미,물,75.4,5,3.4, 2023-01-16
산고노미야 코코미,물,73.6,5,3.3, 2023-01-01
산고노미야 코코미,물,73.0,5,3.3, 2022-12-16
산고노미야 코코미,물,69.6,5,3.2, 2022-12-01
산고노미야 코코미,물,74.0,5,3.2, 2022-11-16
산고노미야 코코미,물,77.8,5,3.2, 2022-11-01
산고노미야 코코미,물,74.2,5,3.1, 2022-10-16
산고노미야 코코미,물,68.3,5,3.1, 2022-10-01
산고노미야 코코미,물,64.6,5,3.0, 2022-09-16
산고노미야 코코미,물,64.4,5,3.0, 2022-09-01
소,바람,3.0,5,5.7, 2025-07-16
소,바람,2.7,5,5.6, 2025-06-16
소,바람,4.9,5,5.6, 2025-05-16
소,바람,7.1,5,5.5, 2025-04-16
소,바람,12.1,5,5.4, 2025-03-16
소,바람,10.8,5,5.4, 2025-02-16
소,바람,2.6,5,5.3, 2025-01-16
소,바람,7.0,5,5.2, 2024-12-16
소,바람,16.0,5,5.1, 2024-11-16
소,바람,13.7,5,5.1, 2024-10-16
소,바람,12.4,5,5.0, 2024-09-16
소,바람,18.0,5,4.8, 2024-08-16
소,바람,13.6,5,4.7, 2024-07-16
소,바람,9.9,5,4.7, 2024-06-16
소,바람,10.3,5,4.6, 2024-05-16
소,바람,9.3,5,4.6, 2024-05-01
소,바람,21.1,5,4.5, 2024-04-01
소,바람,23.6,5,4.5, 2024-03-16
소,바람,37.7,5,4.4, 2024-02-16
소,바람,17.8,5,4.4, 2024-02-01
소,바람,8.4,5,4.3, 2024-01-16
소,바람,7.4,5,4.3, 2024-01-01
소,바람,4.8,5,4.2, 2023-12-01
소,바람,2.9,5,4.2, 2023-11-16
소,바람,4.6,5,4.1, 2023-10-16
소,바람,4.0,5,4.1, 2023-10-01
소,바람,6.2,5,4.0, 2023-09-16
소,바람,5.1,5,4.0, 2023-09-01
소,바람,8.4,5,3.8, 2023-08-01
소,바람,4.5,5,3.8, 2023-07-16
소,바람,5.2,5,3.7, 2023-07-01
소,바람,5.1,5,3.7, 2023-06-16
소,바람,4.7,5,3.7, 2023-06-01
소,바람,6.4,5,3.6, 2023-05-16
소,바람,6.3,5,3.6, 2023-04-16
소,바람,9.3,5,3.5, 2023-04-01
소,바람,7.3,5,3.5, 2023-03-16
소,바람,11.6,5,3.4, 2023-02-16
소,바람,15.6,5,3.4, 2023-02-01
소,바람,21.1,5,3.4, 2023-01-16
소,바람,18.9,5,3.3, 2023-01-01
소,바람,17.4,5,3.3, 2022-12-16
소,바람,10.8,5,3.2, 2022-12-01
소,바람,12.8,5,3.2, 2022-11-16
소,바람,19.3,5,3.2, 2022-11-01
소,바람,19.9,5,3.1, 2022-10-16
소,바람,20.5,5,3.1, 2022-10-01
소,바람,24.1,5,3.0, 2022-09-16
소,바람,26.7,5,3.0, 2022-09-01
스커크,얼음,90.0,5,5.7, 2025-07-16
시그윈,물,15.2,5,5.7, 2025-07-16
시그윈,물,9.7,5,5.6, 2025-06-16
시그윈,물,10.7,5,5.6, 2025-05-16
시그윈,물,8.7,5,5.5, 2025-04-16
시그윈,물,17.3,5,5.4, 2025-03-16
시그윈,물,16.5,5,5.4, 2025-02-16
시그윈,물,9.4,5,5.3, 2025-01-16
시그윈,물,18.6,5,5.2, 2024-12-16
시그윈,물,18.1,5,5.1, 2024-11-16
시그윈,물,16.0,5,5.1, 2024-10-16
시그윈,물,16.0,5,5.0, 2024-09-16
시그윈,물,18.5,5,4.8, 2024-08-16
시그윈,물,37.3,5,4.7, 2024-07-16
시틀라리,얼음,89.5,5,5.7, 2025-07-16
시틀라리,얼음,94.0,5,5.6, 2025-06-16
시틀라리,얼음,64.1,5,5.6, 2025-05-16
시틀라리,얼음,88.5,5,5.5, 2025-04-16
시틀라리,얼음,82.8,5,5.4, 2025-03-16
시틀라리,얼음,87.9,5,5.4, 2025-02-16
시틀라리,얼음,87.5,5,5.3, 2025-01-16
신학,얼음,54.9,5,5.7, 2025-07-16
신학,얼음,54.6,5,5.6, 2025-06-16
신학,얼음,30.7,5,5.6, 2025-05-16
신학,얼음,16.6,5,5.5, 2025-04-16
신학,얼음,7.7,5,5.4, 2025-03-16
신학,얼음,21.8,5,5.4, 2025-02-16
신학,얼음,12.0,5,5.3, 2025-01-16
신학,얼음,14.1,5,5.2, 2024-12-16
신학,얼음,9.5,5,5.1, 2024-11-16
신학,얼음,11.9,5,5.1, 2024-10-16
신학,얼음,7.9,5,5.0, 2024-09-16
신학,얼음,11.3,5,4.8, 2024-08-16
신학,얼음,8.5,5,4.7, 2024-07-16
신학,얼음,9.7,5,4.7, 2024-06-16
신학,얼음,7.2,5,4.6, 2024-05-16
신학,얼음,6.7,5,4.6, 2024-05-01
신학,얼음,9.1,5,4.5, 2024-04-01
신학,얼음,9.1,5,4.5, 2024-03-16
신학,얼음,21.7,5,4.4, 2024-02-16
신학,얼음,26.3,5,4.4, 2024-02-01
신학,얼음,8.9,5,4.3, 2024-01-16
신학,얼음,11.3,5,4.3, 2024-01-01
신학,얼음,10.2,5,4.2, 2023-12-01
신학,얼음,8.8,5,4.2, 2023-11-16
신학,얼음,27.2,5,4.1, 2023-10-16
신학,얼음,33.7,5,4.1, 2023-10-01
신학,얼음,28.7,5,4.0, 2023-09-16
신학,얼음,33.6,5,4.0, 2023-09-01
신학,얼음,50.7,5,3.8, 2023-08-01
신학,얼음,40.2,5,3.8, 2023-07-16
신학,얼음,44.1,5,3.7, 2023-07-01
신학,얼음,46.3,5,3.7, 2023-06-16
신학,얼음,43.4,5,3.7, 2023-06-01
신학,얼음,23.4,5,3.6, 2023-05-16
신학,얼음,30.4,5,3.6, 2023-04-16
신학,얼음,52.8,5,3.5, 2023-04-01
신학,얼음,35.7,5,3.5, 2023-03-16
신학,얼음,18.2,5,3.4, 2023-02-16
신학,얼음,22.4,5,3.4, 2023-02-01
신학,얼음,29.9,5,3.4, 2023-01-16
신학,얼음,25.6,5,3.3, 2023-01-01
신학,얼음,25.1,5,3.3, 2022-12-16
신학,얼음,16.2,5,3.2, 2022-12-01
신학,얼음,19.5,5,3.2, 2022-11-16
신학,얼음,41.4,5,3.2, 2022-11-01
신학,얼음,43.8,5,3.1, 2022-10-16
신학,얼음,58.3,5,3.1, 2022-10-01
신학,얼음,60.2,5,3.0, 2022-09-16
신학,얼음,54.4,5,3.0, 2022-09-01
실로닌,바위,77.3,5,5.7, 2025-07-16
실로닌,바위,79.3,5,5.6, 2025-06-16
실로닌,바위,74.4,5,5.6, 2025-05-16
실로닌,바위,91.1,5,5.5, 2025-04-16
실로닌,바위,92.6,5,5.4, 2025-03-16
실로닌,바위,86.3,5,5.4, 2025-02-16
실로닌,바위,87.8,5,5.3, 2025-01-16
실로닌,바위,91.1,5,5.2, 2024-12-16
실로닌,바위,83.5,5,5.1, 2024-11-16
실로닌,바위,81.8,5,5.1, 2024-10-16
아라타키 이토,바위,1.4,5,5.7, 2025-07-16
아라타키 이토,바위,1.3,5,5.6, 2025-06-16
아라타키 이토,바위,2.2,5,5.6, 2025-05-16
아라타키 이토,바위,3.7,5,5.5, 2025-04-16
아라타키 이토,바위,2.0,5,5.4, 2025-03-16
아라타키 이토,바위,2.8,5,5.4, 2025-02-16
아라타키 이토,바위,1.7,5,5.3, 2025-01-16
아라타키 이토,바위,5.4,5,5.2, 2024-12-16
아라타키 이토,바위,5.5,5,5.1, 2024-11-16
아라타키 이토,바위,14.3,5,5.1, 2024-10-16
아라타키 이토,바위,4.3,5,5.0, 2024-09-16
아라타키 이토,바위,11.6,5,4.8, 2024-08-16
아라타키 이토,바위,4.0,5,4.7, 2024-07-16
아라타키 이토,바위,3.0,5,4.7, 2024-06-16
아라타키 이토,바위,3.8,5,4.6, 2024-05-16
아라타키 이토,바위,3.6,5,4.6, 2024-05-01
아라타키 이토,바위,13.8,5,4.5, 2024-04-01
아라타키 이토,바위,13.8,5,4.5, 2024-03-16
아라타키 이토,바위,3.5,5,4.4, 2024-02-16
아라타키 이토,바위,3.3,5,4.4, 2024-02-01
아라타키 이토,바위,6.4,5,4.3, 2024-01-16
아라타키 이토,바위,7.6,5,4.3, 2024-01-01
아라타키 이토,바위,3.6,5,4.2, 2023-12-01
아라타키 이토,바위,2.9,5,4.2, 2023-11-16
아라타키 이토,바위,4.4,5,4.1, 2023-10-16
아라타키 이토,바위,3.7,5,4.1, 2023-10-01
아라타키 이토,바위,5.2,5,4.0, 2023-09-16
아라타키 이토,바위,4.9,5,4.0, 2023-09-01
아라타키 이토,바위,4.2,5,3.8, 2023-08-01
아라타키 이토,바위,5.3,5,3.8, 2023-07-16
아라타키 이토,바위,6.9,5,3.7, 2023-07-01
아라타키 이토,바위,7.1,5,3.7, 2023-06-16
아라타키 이토,바위,8.2,5,3.7, 2023-06-01
아라타키 이토,바위,10.6,5,3.6, 2023-05-16
아라타키 이토,바위,11.1,5,3.6, 2023-04-16
아라타키 이토,바위,7.0,5,3.5, 2023-04-01
아라타키 이토,바위,6.4,5,3.5, 2023-03-16
아라타키 이토,바위,10.7,5,3.4, 2023-02-16
아라타키 이토,바위,14.6,5,3.4, 2023-02-01
아라타키 이토,바위,30.3,5,3.4, 2023-01-16
아라타키 이토,바위,31.4,5,3.3, 2023-01-01
아라타키 이토,바위,39.5,5,3.3, 2022-12-16
아라타키 이토,바위,17.9,5,3.2, 2022-12-01
아라타키 이토,바위,10.8,5,3.2, 2022-11-16
아라타키 이토,바위,15.2,5,3.2, 2022-11-01
아라타키 이토,바위,17.0,5,3.1, 2022-10-16
아라타키 이토,바위,17.0,5,3.1, 2022-10-01
아라타키 이토,바위,18.2,5,3.0, 2022-09-16
아라타키 이토,바위,17.3,5,3.0, 2022-09-01
아를레키노,불,38.8,5,5.7, 2025-07-16
아를레키노,불,43.8,5,5.6, 2025-06-16
아를레키노,불,35.9,5,5.6, 2025-05-16
아를레키노,불,55.5,5,5.5, 2025-04-16
아를레키노,불,39.7,5,5.4, 2025-03-16
아를레키노,불,52.4,5,5.4, 2025-02-16
아를레키노,불,67.6,5,5.3, 2025-01-16
아를레키노,불,32.6,5,5.2, 2024-12-16
아를레키노,불,54.1,5,5.1, 2024-11-16
아를레키노,불,51.5,5,5.1, 2024-10-16
아를레키노,불,62.5,5,5.0, 2024-09-16
아를레키노,불,54.7,5,4.8, 2024-08-16
아를레키노,불,42.7,5,4.7, 2024-07-16
아를레키노,불,38.8,5,4.7, 2024-06-16
아를레키노,불,70.7,5,4.6, 2024-05-16
아를레키노,불,70.0,5,4.6, 2024-05-01
알베도,바위,0.8,5,5.7, 2025-07-16
알베도,바위,0.5,5,5.6, 2025-06-16
알베도,바위,1.2,5,5.6, 2025-05-16
알베도,바위,2.6,5,5.5, 2025-04-16
알베도,바위,1.0,5,5.4, 2025-03-16
알베도,바위,1.9,5,5.4, 2025-02-16
알베도,바위,0.8,5,5.3, 2025-01-16
알베도,바위,3.8,5,5.2, 2024-12-16
알베도,바위,4.0,5,5.1, 2024-11-16
알베도,바위,10.3,5,5.1, 2024-10-16
알베도,바위,3.7,5,5.0, 2024-09-16
알베도,바위,12.2,5,4.8, 2024-08-16
알베도,바위,4.0,5,4.7, 2024-07-16
알베도,바위,2.3,5,4.7, 2024-06-16
알베도,바위,2.8,5,4.6, 2024-05-16
알베도,바위,3.2,5,4.6, 2024-05-01
알베도,바위,13.2,5,4.5, 2024-04-01
알베도,바위,12.4,5,4.5, 2024-03-16
알베도,바위,5.1,5,4.4, 2024-02-16
알베도,바위,5.6,5,4.4, 2024-02-01
알베도,바위,13.3,5,4.3, 2024-01-16
알베도,바위,12.5,5,4.3, 2024-01-01
알베도,바위,3.1,5,4.2, 2023-12-01
알베도,바위,3.1,5,4.2, 2023-11-16
알베도,바위,4.7,5,4.1, 2023-10-16
알베도,바위,3.9,5,4.1, 2023-10-01
알베도,바위,4.8,5,4.0, 2023-09-16
알베도,바위,4.1,5,4.0, 2023-09-01
알베도,바위,3.3,5,3.8, 2023-08-01
알베도,바위,3.6,5,3.8, 2023-07-16
알베도,바위,6.4,5,3.7, 2023-07-01
알베도,바위,5.6,5,3.7, 2023-06-16
알베도,바위,5.9,5,3.7, 2023-06-01
알베도,바위,7.4,5,3.6, 2023-05-16
알베도,바위,7.9,5,3.6, 2023-04-16
알베도,바위,5.4,5,3.5, 2023-04-01
알베도,바위,5.4,5,3.5, 2023-03-16
알베도,바위,9.0,5,3.4, 2023-02-16
알베도,바위,11.4,5,3.4, 2023-02-01
알베도,바위,22.5,5,3.4, 2023-01-16
알베도,바위,22.8,5,3.3, 2023-01-01
알베도,바위,30.1,5,3.3, 2022-12-16
알베도,바위,18.7,5,3.2, 2022-12-01
알베도,바위,18.6,5,3.2, 2022-11-16
알베도,바위,15.7,5,3.2, 2022-11-01
알베도,바위,17.9,5,3.1, 2022-10-16
알베도,바위,15.9,5,3.1, 2022-10-01
알베도,바위,20.7,5,3.0, 2022-09-16
알베도,바위,24.6,5,3.0, 2022-09-01
알하이탐,풀,1.5,5,5.7, 2025-07-16
알하이탐,풀,3.5,5,5.6, 2025-06-16
알하이탐,풀,7.5,5,5.6, 2025-05-16
알하이탐,풀,24.6,5,5.5, 2025-04-16
알하이탐,풀,16.2,5,5.4, 2025-03-16
알하이탐,풀,12.2,5,5.4, 2025-02-16
알하이탐,풀,6.0,5,5.3, 2025-01-16
알하이탐,풀,16.7,5,5.2, 2024-12-16
알하이탐,풀,30.3,5,5.1, 2024-11-16
알하이탐,풀,26.1,5,5.1, 2024-10-16
알하이탐,풀,42.5,5,5.0, 2024-09-16
알하이탐,풀,21.4,5,4.8, 2024-08-16
알하이탐,풀,42.1,5,4.7, 2024-07-16
알하이탐,풀,43.9,5,4.7, 2024-06-16
알하이탐,풀,30.5,5,4.6, 2024-05-16
알하이탐,풀,31.5,5,4.6, 2024-05-01
알하이탐,풀,26.8,5,4.5, 2024-04-01
알하이탐,풀,30.4,5,4.5, 2024-03-16
알하이탐,풀,39.2,5,4.4, 2024-02-16
알하이탐,풀,43.0,5,4.4, 2024-02-01
알하이탐,풀,58.9,5,4.3, 2024-01-16
알하이탐,풀,62.8,5,4.3, 2024-01-01
알하이탐,풀,49.7,5,4.2, 2023-12-01
알하이탐,풀,47.8,5,4.2, 2023-11-16
알하이탐,풀,67.5,5,4.1, 2023-10-16
알하이탐,풀,64.3,5,4.1, 2023-10-01
알하이탐,풀,51.0,5,4.0, 2023-09-16
알하이탐,풀,50.3,5,4.0, 2023-09-01
알하이탐,풀,67.8,5,3.8, 2023-08-01
알하이탐,풀,64.8,5,3.8, 2023-07-16
알하이탐,풀,31.5,5,3.7, 2023-07-01
알하이탐,풀,33.0,5,3.7, 2023-06-16
알하이탐,풀,40.9,5,3.7, 2023-06-01
알하이탐,풀,59.8,5,3.6, 2023-05-16
알하이탐,풀,57.6,5,3.6, 2023-04-16
알하이탐,풀,58.8,5,3.5, 2023-04-01
알하이탐,풀,56.6,5,3.5, 2023-03-16
알하이탐,풀,68.7,5,3.4, 2023-02-16
알하이탐,풀,64.1,5,3.4, 2023-02-01
알하이탐,풀,21.7,5,3.4, 2023-01-16
야란,물,48.9,5,5.7, 2025-07-16
야란,물,36.7,5,5.6, 2025-06-16
야란,물,26.2,5,5.6, 2025-05-16
야란,물,20.7,5,5.5, 2025-04-16
야란,물,38.4,5,5.4, 2025-03-16
야란,물,36.2,5,5.4, 2025-02-16
야란,물,40.1,5,5.3, 2025-01-16
야란,물,65.3,5,5.2, 2024-12-16
야란,물,59.9,5,5.1, 2024-11-16
야란,물,45.6,5,5.1, 2024-10-16
야란,물,58.8,5,5.0, 2024-09-16
야란,물,41.9,5,4.8, 2024-08-16
야란,물,58.2,5,4.7, 2024-07-16
야란,물,56.2,5,4.7, 2024-06-16
야란,물,57.1,5,4.6, 2024-05-16
야란,물,60.6,5,4.6, 2024-05-01
야란,물,58.2,5,4.5, 2024-04-01
야란,물,60.7,5,4.5, 2024-03-16
야란,물,65.7,5,4.4, 2024-02-16
야란,물,67.2,5,4.4, 2024-02-01
야란,물,51.1,5,4.3, 2024-01-16
야란,물,53.0,5,4.3, 2024-01-01
야란,물,64.9,5,4.2, 2023-12-01
야란,물,66.5,5,4.2, 2023-11-16
야란,물,56.5,5,4.1, 2023-10-16
야란,물,70.0,5,4.1, 2023-10-01
야란,물,79.6,5,4.0, 2023-09-16
야란,물,80.5,5,4.0, 2023-09-01
야란,물,69.7,5,3.8, 2023-08-01
야란,물,70.9,5,3.8, 2023-07-16
야란,물,65.9,5,3.7, 2023-07-01
야란,물,67.7,5,3.7, 2023-06-16
야란,물,72.7,5,3.7, 2023-06-01
야란,물,87.8,5,3.6, 2023-05-16
야란,물,86.6,5,3.6, 2023-04-16
야란,물,77.4,5,3.5, 2023-04-01
야란,물,79.9,5,3.5, 2023-03-16
야란,물,69.8,5,3.4, 2023-02-16
야란,물,62.9,5,3.4, 2023-02-01
야란,물,72.8,5,3.4, 2023-01-16
야란,물,71.4,5,3.3, 2023-01-01
야란,물,73.1,5,3.3, 2022-12-16
야란,물,83.5,5,3.2, 2022-12-01
야란,물,85.9,5,3.2, 2022-11-16
야란,물,68.9,5,3.2, 2022-11-01
야란,물,71.6,5,3.1, 2022-10-16
야란,물,76.6,5,3.1, 2022-10-01
야란,물,86.8,5,3.0, 2022-09-16
야란,물,89.0,5,3.0, 2022-09-01
야에 미코,번개,2.7,5,5.7, 2025-07-16
야에 미코,번개,3.4,5,5.6, 2025-06-16
야에 미코,번개,5.2,5,5.6, 2025-05-16
야에 미코,번개,10.6,5,5.5, 2025-04-16
야에 미코,번개,14.2,5,5.4, 2025-03-16
야에 미코,번개,8.8,5,5.4, 2025-02-16
야에 미코,번개,6.2,5,5.3, 2025-01-16
야에 미코,번개,14.9,5,5.2, 2024-12-16
야에 미코,번개,32.0,5,5.1, 2024-11-16
야에 미코,번개,18.8,5,5.1, 2024-10-16
야에 미코,번개,26.0,5,5.0, 2024-09-16
야에 미코,번개,19.8,5,4.8, 2024-08-16
야에 미코,번개,24.4,5,4.7, 2024-07-16
야에 미코,번개,27.0,5,4.7, 2024-06-16
야에 미코,번개,17.8,5,4.6, 2024-05-16
야에 미코,번개,18.0,5,4.6, 2024-05-01
야에 미코,번개,31.5,5,4.5, 2024-04-01
야에 미코,번개,32.9,5,4.5, 2024-03-16
야에 미코,번개,48.1,5,4.4, 2024-02-16
야에 미코,번개,47.7,5,4.4, 2024-02-01
야에 미코,번개,27.7,5,4.3, 2024-01-16
야에 미코,번개,29.8,5,4.3, 2024-01-01
야에 미코,번개,35.3,5,4.2, 2023-12-01
야에 미코,번개,34.7,5,4.2, 2023-11-16
야에 미코,번개,35.0,5,4.1, 2023-10-16
야에 미코,번개,35.7,5,4.1, 2023-10-01
야에 미코,번개,27.4,5,4.0, 2023-09-16
야에 미코,번개,27.7,5,4.0, 2023-09-01
야에 미코,번개,37.1,5,3.8, 2023-08-01
야에 미코,번개,39.8,5,3.8, 2023-07-16
야에 미코,번개,30.3,5,3.7, 2023-07-01
야에 미코,번개,28.4,5,3.7, 2023-06-16
야에 미코,번개,29.6,5,3.7, 2023-06-01
야에 미코,번개,34.5,5,3.6, 2023-05-16
야에 미코,번개,38.6,5,3.6, 2023-04-16
야에 미코,번개,48.9,5,3.5, 2023-04-01
야에 미코,번개,53.4,5,3.5, 2023-03-16
야에 미코,번개,47.7,5,3.4, 2023-02-16
야에 미코,번개,50.9,5,3.4, 2023-02-01
야에 미코,번개,38.0,5,3.4, 2023-01-16
야에 미코,번개,34.3,5,3.3, 2023-01-01
야에 미코,번개,35.7,5,3.3, 2022-12-16
야에 미코,번개,27.2,5,3.2, 2022-12-01
야에 미코,번개,22.6,5,3.2, 2022-11-16
야에 미코,번개,38.1,5,3.2, 2022-11-01
야에 미코,번개,32.9,5,3.1, 2022-10-16
야에 미코,번개,36.8,5,3.1, 2022-10-01
