이름,속성,사용률,등급,버전,기간
피슬,번개,14.1,4,3.2, 2022-11-16
피슬,번개,18.8,4,3.2, 2022-11-01
피슬,번개,16.5,4,3.1, 2022-10-16
피슬,번개,16.4,4,3.1, 2022-10-01
피슬,번개,7.7,4,3.0, 2022-09-16
피슬,번개,6.0,4,3.0, 2022-09-01
행추,물,13.7,4,5.7, 2025-07-16
행추,물,12.6,4,5.6, 2025-06-16
행추,물,16.2,4,5.6, 2025-05-16
행추,물,15.1,4,5.5, 2025-04-16
행추,물,23.3,4,5.4, 2025-03-16
행추,물,22.1,4,5.4, 2025-02-16
행추,물,29.4,4,5.3, 2025-01-16
행추,물,42.8,4,5.2, 2024-12-16
행추,물,31.2,4,5.1, 2024-11-16
행추,물,30.0,4,5.1, 2024-10-16
행추,물,47.3,4,5.0, 2024-09-16
행추,물,30.9,4,4.8, 2024-08-16
행추,물,48.1,4,4.7, 2024-07-16
행추,물,48.1,4,4.7, 2024-06-16
행추,물,49.9,4,4.6, 2024-05-16
행추,물,55.5,4,4.6, 2024-05-01
행추,물,44.3,4,4.5, 2024-04-01
행추,물,47.3,4,4.5, 2024-03-16
행추,물,45.2,4,4.4, 2024-02-16
행추,물,45.9,4,4.4, 2024-02-01
행추,물,55.1,4,4.3, 2024-01-16
행추,물,57.0,4,4.3, 2024-01-01
행추,물,57.5,4,4.2, 2023-12-01
행추,물,56.9,4,4.2, 2023-11-16
행추,물,58.1,4,4.1, 2023-10-16
행추,물,65.0,4,4.1, 2023-10-01
행추,물,72.6,4,4.0, 2023-09-16
행추,물,71.3,4,4.0, 2023-09-01
행추,물,64.0,4,3.8, 2023-08-01
행추,물,63.7,4,3.8, 2023-07-16
행추,물,77.2,4,3.7, 2023-07-01
행추,물,75.0,4,3.7, 2023-06-16
행추,물,71.2,4,3.7, 2023-06-01
행추,물,61.2,4,3.6, 2023-05-16
행추,물,56.1,4,3.6, 2023-04-16
행추,물,72.0,4,3.5, 2023-04-01
행추,물,71.5,4,3.5, 2023-03-16
행추,물,65.9,4,3.4, 2023-02-16
행추,물,63.3,4,3.4, 2023-02-01
행추,물,64.6,4,3.4, 2023-01-16
행추,물,59.4,4,3.3, 2023-01-01
행추,물,58.9,4,3.3, 2022-12-16
행추,물,60.7,4,3.2, 2022-12-01
행추,물,62.9,4,3.2, 2022-11-16
행추,물,55.4,4,3.2, 2022-11-01
행추,물,56.3,4,3.1, 2022-10-16
행추,물,59.2,4,3.1, 2022-10-01
행추,물,65.1,4,3.0, 2022-09-16
행추,물,67.1,4,3.0, 2022-09-01
향릉,불,20.4,4,5.7, 2025-07-16
향릉,불,24.3,4,5.6, 2025-06-16
향릉,불,39.1,4,5.6, 2025-05-16
향릉,불,33.1,4,5.5, 2025-04-16
향릉,불,11.7,4,5.4, 2025-03-16
향릉,불,17.8,4,5.4, 2025-02-16
향릉,불,31.2,4,5.3, 2025-01-16
향릉,불,15.7,4,5.2, 2024-12-16
향릉,불,30.4,4,5.1, 2024-11-16
향릉,불,34.4,4,5.1, 2024-10-16
향릉,불,51.0,4,5.0, 2024-09-16
향릉,불,44.2,4,4.8, 2024-08-16
향릉,불,26.2,4,4.7, 2024-07-16
향릉,불,23.0,4,4.7, 2024-06-16
향릉,불,47.4,4,4.6, 2024-05-16
향릉,불,53.3,4,4.6, 2024-05-01
향릉,불,32.0,4,4.5, 2024-04-01
향릉,불,33.5,4,4.5, 2024-03-16
향릉,불,26.6,4,4.4, 2024-02-16
향릉,불,28.2,4,4.4, 2024-02-01
향릉,불,45.6,4,4.3, 2024-01-16
향릉,불,42.1,4,4.3, 2024-01-01
향릉,불,22.9,4,4.2, 2023-12-01
향릉,불,24.0,4,4.2, 2023-11-16
향릉,불,27.3,4,4.1, 2023-10-16
향릉,불,41.6,4,4.1, 2023-10-01
향릉,불,61.9,4,4.0, 2023-09-16
향릉,불,58.4,4,4.0, 2023-09-01
향릉,불,41.9,4,3.8, 2023-08-01
향릉,불,45.7,4,3.8, 2023-07-16
향릉,불,72.6,4,3.7, 2023-07-01
향릉,불,71.4,4,3.7, 2023-06-16
향릉,불,69.4,4,3.7, 2023-06-01
향릉,불,52.7,4,3.6, 2023-05-16
향릉,불,57.2,4,3.6, 2023-04-16
향릉,불,71.7,4,3.5, 2023-04-01
향릉,불,69.8,4,3.5, 2023-03-16
향릉,불,53.6,4,3.4, 2023-02-16
향릉,불,57.2,4,3.4, 2023-02-01
향릉,불,58.4,4,3.4, 2023-01-16
향릉,불,55.1,4,3.3, 2023-01-01
향릉,불,54.4,4,3.3, 2022-12-16
향릉,불,51.1,4,3.2, 2022-12-01
향릉,불,50.6,4,3.2, 2022-11-16
향릉,불,53.8,4,3.2, 2022-11-01
향릉,불,59.1,4,3.1, 2022-10-16
향릉,불,60.5,4,3.1, 2022-10-01
향릉,불,58.4,4,3.0, 2022-09-16
향릉,불,61.8,4,3.0, 2022-09-01
